ka,url,first_name,last_name,full_name,bio,height,birthday,age,hometown_city,hometown_state,ignore,education,medals_gold,medals_silver,medals_bronze,sport,thumbnail_url,thumbnail_alt_text,thumbnail_photo_credit
bltda023f4dc49fb90b,/profiles/kendall-gretsch-1078035,Kendall,Gretsch,Kendall Gretsch,"<h5>Personal</h5><ul><li>Gretsch, who was born with spina bifida, grew up swimming and competed on her high school’s swim team</li><li>She made her Paralympic debut as a winter-sport athlete, winning two gold medals in Nordic skiing at the Paralympic Winter Games PyeongChang 2018</li><li>She became involved in triathlon after her sophomore year of college, after she was encouraged to join a local paratriathlon club, Dare2tri, while at a swim practice</li><li>She especially loves the positive community aspect of triathlon, as well as being able to race outdoors</li><li>She is inspired the most by her fellow teammates because she takes motivation from seeing them work hard in practice every day</li><li>The biggest satisfaction she gets out of competing in sports is seeing her own personal growth and having the ability to push herself as hard as she can to get better</li><li>She finds satisfaction in competing in both a summer and winter sport because she is always in a racing season, so it forces her to maintain a competitive mindset all year</li><li>In 2014, Gretsch was named the USA Triathlon Female Paratriathlete of the Year, and in 2015 she was nominated for an ESPY for Best Female Athlete with a Disability</li><li>She became a Paratriathlon Gold Medalist at the 2020 Tokyo Paralympic Games and is a three-time World Paratriathlon World Champion, earning the title in 2014, 2015 and 2016</li></ul><h5>Paralympic Experience</h5><ul><li>3-time Paralympian; 6-time Paralympic medalist (4 gold, 1 silver, 1 bronze)<ul><li>Paralympic Games Beijing 2022, gold (10km Middle - Sitting - Women), silver (12.5km Individual - Sitting - Women), bronze (6km Individual - Sitting - Women), 4th (15km - Sitting - Women), 5th (1km Sprint - Sitting - Women), 6th (7.5km - Sitting - Women), 9th (4 x 2.5km Relay Open - Open)</li><li>Paralympic Games Tokyo 2020, gold (PTHC - Women)</li><li>Paralympic Games Pyeongchang 2018, gold (12km - Sitting - Women, 6km Individual - Sitting - Women), 4th (10km Middle - Sitting - Women), 6th (5km - Sitting - Women), 7th (1km Sprint - Sitting - Women, 4 x 2.5km Relay Mixed - Mixed), 8th (12.5km Individual - Sitting - Women)</li></ul></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2024 – gold (12.5km Individual - Sitting - Women, 3km Pursuit - Sitting - Women, 4km Team Sprint - Sitting - Open), bronze (7.5km Sprint - Sitting - Women)</li><li>Years of participation: 12.5km Individual - Sitting - Women 2019, 2022, 2023, 2024; 3km Pursuit - Sitting - Women 2024; 4km Team Sprint - Sitting - Open 2024; 7.5km Sprint - Sitting - Women 2023, 2024; 10km - Sitting - Women 2023; 10km Middle - Sitting - Women 2019, 2022, 2023; 18km - Sitting - Women 2023; 1km Sprint - Sitting - Women 2019, 2022, 2023; 4 x 2.5km Relay Mixed - Mixed 2022, 2023; PTHC - Women 2019, 2022, 2023; Team Relay - Open 2022, 2023; 15km - Sitting - Women 2022; 6km Individual - Sitting - Women 2019, 2022; 7.5km - Sitting - Women 2022; 12km - Sitting - Women 2019; 5km - Sitting - Women 2019; PT1 - Women 2014, 2015, 2016</li><li>Medals: 29 (17 gold, 10 silver, 2 bronze)<ul><li>Gold – 2024 (12.5km Individual - Sitting - Women, 3km Pursuit - Sitting - Women, 4km Team Sprint - Sitting - Open); 2023 (10km - Sitting - Women, 10km Middle - Sitting - Women, 12.5km Individual - Sitting - Women, 18km - Sitting - Women, 4 x 2.5km Relay Mixed - Mixed, 7.5km Sprint - Sitting - Women, Team Relay - Open); 2022 (10km Middle - Sitting - Women, 12.5km Individual - Sitting - Women, 7.5km - Sitting - Women); 2019 (12.5km Individual - Sitting - Women); 2016 (PT1 - Women); 2015 (PT1 - Women); 2014 (PT1 - Women)</li><li>Silver – 2023 (1km Sprint - Sitting - Women, PTHC - Women); 2022 (15km - Sitting - Women, PTHC - Women, Team Relay - Open); 2019 (10km Middle - Sitting - Women, 12km - Sitting - Women, 5km - Sitting - Women, 6km Individual - Sitting - Women, PTHC - Women)</li><li>Bronze – 2024 (7.5km Sprint - Sitting - Women); 2019 (1km Sprint - Sitting - Women)</li></ul></li></ul>",,4/2/1992,32,Downers Grove,IL,Washington University,Washington University,4,1,1,Paratriathlon,https://res.cloudinary.com/usopc-prod/image/upload/v1683142389/NGB%20Triathlon/Migration/Athlete%20Profiles/Kendall%20Gretsch/2020-gretsch_kendall.jpg,Head Shot,
blt771d7fc99aa589e2,/profiles/katie-grimes,Katie,Grimes,Katie Grimes,"<h5>Personal</h5><ul><li>Daughter of Shari and Christian Grimes</li><li>Inspired to try swimming after watching her two older brothers swim competitively</li><li>Hobbies include listening to music, old cars (she drives a 1976 Toyota Land Cruiser), shopping and spending time with her family</li><li><span>First individual athlete to qualify by name for the Paris Olympic Games 2024</span></li><li><p>Youngest member of Team USA at the Tokyo Olympic Games 2020 and the youngest U.S. Olympic swimmer since Amanda Beard who made the 1996 team at age 14</p></li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Paris 2024, silver (400m Individual Medley - Women), 10th (1500m Freestyle - Women)</li><li>Olympic Games Tokyo 2020, 4th (800m Freestyle - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2024 – 4th (5km Freestyle - Women), 5th (6km - Team Relay - Mixed), 15th (10km Freestyle - Women)</li><li>Years of participation: 10km Freestyle - Women 2022, 2023, 2024; 5km Freestyle - Women 2024; 6km - Team Relay - Mixed 2023, 2024; 1500m Freestyle - Women 2022, 2023; 400m Individual Medley - Women 2022, 2023; 800m Freestyle (SC) - Women 2021</li><li>Medals: 4 (3 silver, 1 bronze)</li><ul><li>Silver – 2023 (400m Individual Medley - Women); 2022 (1500m Freestyle - Women, 400m Individual Medley - Women)</li><li>Bronze – 2023 (10km Freestyle - Women)</li></ul></ul>",,1/8/2006,18,Las Vegas,NV,Undecided,,0,0,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1686927797/TeamUSA%20Assets/Migration/Athlete%20Profiles/Katie%20Grimes/grimes_katie_150x250.jpg,Head Shot,
bltc18fdbe1eb59afd5,/profiles/brittney-griner-907854,Brittney,Griner,Brittney Griner,"<h5>Personal</h5>Daughter of Raymond and Sandra Griner...Has three older siblings, D, Shkera and Pier... Named to the 2014 FIBA World Cup All-Tournament Team… Volunteers with former Houston Rocket guard Steve Francis' Holiday Bowling and Christmas Party for underprivileged children…Married to Cherelle Watson, who she met while at Baylor.<h5>World Championships Experience</h5><p>Most recent: 2018 – gold Years of Participation: 2014, 2018 Medals: 2 (2 golds)</p><h5>More</h5><p>Personal Website</p><p>USA Basketball</p><h5>Olympic Experience</h5><ul><li>2-time Olympian; 2-time Olympic medalist (2 gold)</li><ul><li>Olympic Games Tokyo 2020, gold (Team - Women)</li><li>Olympic Games Rio de Janeiro 2016, gold (Team - Women)</li></ul></ul>","6'8""",10/18/1990,33,Houston,TX,Baylor University,Baylor University,2,0,0,Basketball,https://res.cloudinary.com/usopc-prod/image/upload/v1680005913/TeamUSA%20Assets/Athlete%20Profiles/Brittney%20Griner%20907854/Griner_Brittney.jpg,,
blte4583af152654084,/profiles/evita-griskenas-870811,Evita,Griskenas,Evita Griskenas,"<h5>Personal</h5><ul><li>Daughter of Sigitas and Olga Griskenas</li><li>Has a brother, Nathan</li><li>Speaks three languages (English, Lithuanian and Russian)</li><li>Studying psychology at Columbia University in New York</li><li>Named USA Gymnastics' Athlete of the Year in 2022 and 2023</li><li>Is the first American rhythmic gymnast to win a silver medal and an all-around medal at an FIG World Cup/World Challenge Cup competition</li><li>Hobbies include practicing calligraphy, writing, reading and dancing</li><li><span>Has two cats that love to cuddle</span></li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Tokyo 2020, 12th (Individual All-Around - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 14th (Clubs - Women, Team All-Around - Women), 24th (Ribbon - Women), 26th (Ball - Women), 28th (Individual All-Around - Women), 29th (Hoop - Women)</li><li>Years of participation: Ball - Women 2017, 2018, 2019, 2021, 2022, 2023; Clubs - Women 2017, 2018, 2019, 2021, 2022, 2023; Hoop - Women 2017, 2018, 2019, 2021, 2022, 2023; Individual All-Around - Women 2017, 2018, 2019, 2021, 2022, 2023; Ribbon - Women 2017, 2018, 2019, 2021, 2022, 2023; Team All-Around - Women 2018, 2019, 2021, 2022, 2023</li><li>Top finish: 5th – 2022 (Team All-Around - Women)</li></ul>","5'8""",12/3/2000,23,Orland Park,IL,Columbia University (New York),Columbia University,0,0,0,Gymnastics,https://res.cloudinary.com/usopc-prod/image/upload/v1680005923/TeamUSA%20Assets/Athlete%20Profiles/Evita%20Griskenas%20870811/Griskenas_Evita.jpg,Head Shot,
blt4c8ce4512ca35435,/profiles/natalia-grossman,Natalia,Grossman,Natalia Grossman,"<h5>Personal</h5><ul><li>Began climbing at the age of 6</li><li>Started her climbing career in California before moving to Boulder, Colo.</li><li>Graduated from the University of Colorado-Boulder in 2022</li><li>Wants to be a therapist after finishing her climbing career</li><li>Qualified for Paris 2024 by winning gold at the Pan American Games Santiago 2023</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 5th (Bouldering - Women), 9th (Bouldering &amp; Lead Combined - Women), 27th (Lead - Women)</li><li>Years of participation: Bouldering - Women 2019, 2021, 2023; Bouldering &amp; Lead Combined - Women 2023; Lead - Women 2019, 2021, 2023; Combined - Women 2019; Speed - Women 2019</li><li>Medals: 2 (1 gold, 1 silver)<ul><li>Gold – 2021 (Bouldering - Women)</li><li>Silver – 2021 (Lead - Women)</li></ul></li></ul>","5'4""",6/22/2001,23,Santa Cruz,CA,University of Colorado - Boulder '22,University of Colorado,0,0,0,Sport Climbing,https://res.cloudinary.com/usopc-prod/image/upload/v1698262418/TeamUSA%20Assets/News/Grossman_Natalia_Santiago_2023.jpg,Natalia Grossman celebrates with the U.S. flag.,Joe Kusumoto
blt46dd7ac7088bf356,/profiles/jesse-grupper-1165153,Jesse,Grupper,Jesse Grupper,"<h5>Personal</h5><ul><li>Started climbing at the age of six after his parents signed up his sister first </li><li><p>Began competing in climbing events at the age of nine</p></li><li>Graduated from Tufts University with a degree in mechanical engineering</li><li>Qualified for the Olympic Games 2024 by winning gold at the Pan American Games Santiago 2023 in boulder &amp; lead</li><li>Hobbies include playing banjo and ""collecting"" outdoor climbing adventures from across the globe, including South Africa and France</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 19th (Lead - Men), 27th (Bouldering & Lead Combined - Men), 51th (Bouldering - Men)</li><li>Years of participation: Bouldering - Men 2023; Bouldering & Lead Combined - Men 2023; Lead - Men 2023</li><li>Top finish: 19th – 2023 (Lead - Men)</li></ul><h5>Career Highlights</h5><ul><li>Pan American Games, Santiago, 2023 (Bouldering & Lead Combined - Men)</li><li>World Cup, 2023 (Lead - Men, Bouldering - Men)</li><li>World Cup, 2022 (Lead - Men, Bouldering & Lead Combined - Men)</li></ul>","5'11""",1/6/1997,27,Upper Montclair,NJ,"Tufts University (Medford, Mass., '19)",Tufts University,0,0,0,Sport Climbing,https://res.cloudinary.com/usopc-prod/image/upload/v1699985307/TeamUSA%20Assets/Athlete%20Profiles/Jesse%20Grupper%201165153/Grupper_Jesse_Thumbnail_1165153.jpg,Jesse Grupper smiling,Mark Reis
blta6ab87fc0cd8ba7d,/profiles/chris-guiliano,Chris,Guiliano,Chris Guiliano,"<h5>Personal</h5><ul><li><p>Parents are Joe and Cecelia Guiliano. Has one brother, Joseph, who swam at Albright College. Uncle, Ralph, played football at Wagner University</p></li><li><p>2024 ACC Swimmer of the Year</p></li><li>Six-time ACC All-American</li><li>Four-time 2024 ACC Champion</li><li>Is the first-ever swimmer from the University of Notre Dame to qualify for an Olympic Games (Paris 2024)</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – silver (4 x 100m Freestyle Relay - Mixed), bronze (4 x 100m Freestyle Relay - Men), 18th (100m Freestyle - Men)</li><li>Years of participation: 100m Freestyle - Men 2023; 4 x 100m Freestyle Relay - Men 2023; 4 x 100m Freestyle Relay - Mixed 2023</li><li>Medals: 2 (1 silver, 1 bronze)</li><ul><li>Silver – 2023 (4 x 100m Freestyle Relay - Mixed)</li><li>Bronze – 2023 (4 x 100m Freestyle Relay - Men)</li></ul></ul><h5>Career Highlights</h5><ul><li>2024 Team MVP</li><li><p>School record holder in the 50, 100 and 200Y free (18.43/40.62/1:30.36) &amp; 50, 100M free (21.96/47.98)</p></li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 2-time Olympic medalist (1 gold, 1 silver)</li><ul><li>Olympic Games Paris 2024, gold (4 x 100m Freestyle Relay - Men), silver (4 x 200m Freestyle Relay - Men), 8th (100m Freestyle - Men), 17th (50m Freestyle - Men), 19th (200m Freestyle - Men)</li></ul></ul>",,6/25/2003,21,Douglassville,PA,University of Notre Dame,University of Notre Dame,1,1,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1718734091/TeamUSA%20Assets/Athlete%20Profiles/Chris%20Guiliano%201248573/Guiliano_C_bio.jpg,Chris Guiliano smiling,Getty Images
blt391d29d03df4b9b6,/profiles/margherita-guzzi-vincenti,Margherita,Guzzi Vincenti,Margherita Guzzi Vincenti,"<h5>Personal</h5><ul><li>Began fencing at the age of 7</li><li>Represented the Italian Junior National Team from 2005-09</li><li>Outside of fencing, she has a passion for scuba diving</li><li>Doesn't believe in pre-game rituals or superstitions</li><li>Won first senior gold medal at <span>2023 Legnano World Cup</span></li></ul><h5>World Championships Experience</h5><ul><li><span>Most recent: 2022</span></li><li>Years of participation: 2022</li></ul>",,9/12/1990,33,Hartland,WI,Penn State University,Pennsylvania State University,0,0,0,Fencing,https://res.cloudinary.com/usopc-prod/image/upload/v1716480610/TeamUSA%20Assets/Athlete%20Profiles/Margherita%20Guzzi%20Vincenti%201196355/guzzivincenti_m_hero_1196355.png,Margherita Guzzi Vincenti poses for a photo.,USA Fencing
bltab380174e812e6e3,/profiles/tyrese-haliburton,Tyrese,Haliburton,Tyrese Haliburton,"<h5>Personal</h5><ul><li><p>A business major at Iowa State University.</p></li><li><p>Named the 2018 Wisconsin Gatorade Player of the Year</p></li><li><p>Graduated Oshkosh North High School in 2018</p></li><li><p>Cousin of former NBA player Eddie Jones</p></li><li><p>Played two seasons at Iowa State University (2018-19, 2019-20), helping the Cyclones to the 2019 Big 12 Championship and an NCAA Tournament berth</p></li><li><p>Averaged 8.6 ppg, 3.0 rpg, 5.6 apg, 1.5 spg, 1.1 bpg and shot 51% from the field and 47% from three (17-36 3FG) while averaging 21.5 mpg through eight games played at the FIBA Men’s World Cup</p></li><li>Hobbies include streaming video games on Twitch</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 <span style=""font-size: 11pt;"">– 4th</span></li><li>Years of participation: 2023</li><li>Top finish: 4th <span style=""font-size: 11pt;"">– 2023</span></li></ul>","6'5""",2/29/2000,24,Oshkosh,WI,Iowa State University,Iowa State University,0,0,0,Basketball,https://res.cloudinary.com/usopc-prod/image/upload/v1713891698/TeamUSA%20Assets/Athlete%20Profiles/Tyrese%20Haliburton%201172641/Haliburton_t_thumbnail_1172641.jpg,Tyrese Haliburton smiling,Getty Images
blt26eacafb64a1ce5f,/profiles/quincy-hall,Quincy,Hall,Quincy Hall,"<h5>World Championships Experience</h5><ul><li>Most recent: 2023 – gold (4 x 400m Relay - Men), bronze (400m - Men)</li><li>Years of participation: 4 x 400m Relay - Men 2023; 400m - Men 2023</li><li>Medals: 2 (1 gold, 1 bronze)</li><ul><li>Gold – 2023 (4 x 400m Relay - Men)</li><li>Bronze – 2023 (400m - Men)</li></ul></ul>",,7/31/1998,26,Kansas City,MO,University of South Carolina,University of South Carolina,0,0,0,Track and Field,,,
blt297e705fc5501431,/profiles/anna-hall,Anna,Hall,Anna Hall,"<h5>Personal</h5><ul><li>Daughter to David and Ronette Hall</li><li>Sister to Kathryn, Julia and Lauryn Hall</li><li>Hall started track at 7 years old</li><li>A multi-sport specialist at a young age</li><li>Four-time national champion</li><li>Two-time indoor champion</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – silver (Heptathlon - Women)</li><li>Years of participation: Heptathlon - Women 2022, 2023</li><li>Medals: 2 (1 silver, 1 bronze)</li><ul><li>Silver – 2023 (Heptathlon - Women)</li><li>Bronze – 2022 (Heptathlon - Women)</li></ul></ul><h5>Career Highlights</h5><ul><li>World Junior Championships, Tampere, 2018 (Heptathlon - Women)</li></ul>","5'11""",3/23/2001,23,Highlands Ranch,CO,University of Florida,University of Florida,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1719603717/TeamUSA%20Assets/Athlete%20Profiles/Anna%20Hall%201138723/hall_a_hero_1138723.png,Anna Hall runs through the finish line.,Getty Images
blt500c16003882c00f,/profiles/ben-hallock,Ben,Hallock,Ben Hallock,"<h5>Personal</h5><ul><li>Son of Tom and Allison Hallock</li><li>Has one sister, Morgan</li><li>Role model is his father</li><li>Athletic inspiration is Muhammad Ali</li><li>Pancakes are his favorite food and he eats over 1,000 annual</li><li>Pregame ritual is listening to loud music</li><li>Enjoys spending time with his family and friends, heading to the beach, and following college and professional football.</li></ul><p></p><h5>World Championship</h5><ul><li>Most recent: 2019 – 9th</li><li>Years of Participation: 2017, 2019</li><li>Top Finish: 9th – 2019</li></ul><h5>Olympic Experience</h5><ul><li>3-time Olympian;</li><ul><li>Olympic Games Paris 2024, (Team - Men)</li><li>Olympic Games Tokyo 2020, 6th (Team - Men)</li><li>Olympic Games Rio de Janeiro 2016, 10th (Team - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2024 – 9th (Team - Men)</li><li>Years of participation: Team - Men 2017, 2019, 2022, 2023, 2024</li><li>Top finish: 6th – 2022 (Team - Men)</li></ul>","6'6""",11/22/1997,26,Studio City,CA,Stanford University,Stanford University,0,0,0,Water Polo,https://res.cloudinary.com/usopc-prod/image/upload/v1686927879/TeamUSA%20Assets/Migration/Athlete%20Profiles/Ben%20Hallock/hallock_ben_150x250.jpg,Head Shot,
